"LABEL","PLATFORM","TYPE","RUSSIAN","ENGLISH","AMERICAN"
"DX_KAI_OKAYLETSGOWEVEGOTA","All","Subtitle","Kai: Okay, let's go - we've got a world to save!","Кай: Ладно, вперёд! Мир сам себя не спасёт!","Кай: Ладно, вперёд! Мир сам себя не спасёт!"
"DX_KAI_SHAKEITOFFKAISHAKEIT","All","Subtitle","Kai: Shake it off, Kai! Shake it off!","Кай: Соберись, Кай! Соберись!","Кай: Соберись, Кай! Соберись!"
"DX_KAI_SHEESHTHISTHING","All","Subtitle","Kai: Sheesh, this thing handles like a dog.","Кай: Ух, управляется как дворняга.","Кай: Ух, управляется как дворняга."
"DX_KAI_SIGHITSGOODTOBEBACK","All","Subtitle","Kai: It's good to be back.","Кай: Приятно вернуться.","Кай: Приятно вернуться."
"DX_KAI_THATWASEASIERTHANI","All","Subtitle","Kai: That was easier than I thought it'd be.","Кай: Это оказалось проще, чем я думал.","Кай: Это оказалось проще, чем я думал."
"DX_KAI_THISCOULDBEIMPORTANT","All","Subtitle","Kai: This could be important.","Кай: Это может быть важно.","Кай: Это может быть важно."
"DX_KAI_THISISGOINGTOTAKESOME","All","Subtitle","Kai: This is going to take some thinking. Preferably by someone else.","Кай: Тут придётся подумать. Желательно кому-нибудь другому.","Кай: Тут придётся подумать. Желательно кому-нибудь другому."
"DX_KAI_THISISWEIRDIFEELLIKE","All","Subtitle","Kai: This is weird. I feel like you have the element of fire inside of you, too.","Кай: Странно... Кажется, в тебе тоже есть стихия огня.","Кай: Странно... Кажется, в тебе тоже есть стихия огня."
"DX_KAI_THISONESGONNATAKEA","All","Subtitle","Kai: This one's gonna take a little more effort to bring down...","Кай: Этого будет не так просто свалить...","Кай: Этого будет не так просто свалить..."
"DX_KAI_THISTHINGCANBURN","All","Subtitle","Kai: This thing can burn rubber! And pretty much anything else!","Кай: Эта штука может жечь резину! Да и вообще почти всё остальное!","Кай: Эта штука может жечь резину! Да и вообще почти всё остальное!"
"DX_KAI_TROUBLESEEMSTOFINDUS","All","Subtitle","Kai: Trouble seems to find us wherever we go, huh?","Кай: Неприятности находят нас, куда бы мы ни пошли, да?","Кай: Неприятности находят нас, куда бы мы ни пошли, да?"
"DX_KAI_WAITASECONDAREYOUA","All","Subtitle","Kai: Wait a second - are you a Nindroid?","Кай: Погоди... Ты что, Ниндроид?","Кай: Погоди... Ты что, Ниндроид?"
"DX_KAI_WELLIFYOUREALLYTHINK","All","Subtitle","Kai: Well, if you really think you can do this on your own...","Кай: Ну, если ты правда думаешь, что справишься сам...","Кай: Ну, если ты правда думаешь, что справишься сам..."
"DX_KAI_WHADDERYANEEDBECAUSE","All","Subtitle","Kai: Whadderya need? Because if it's ''someone to hit things'' then I have good news!","Кай: Что нужно? Если нужен тот, кто умеет всё крушить, то у меня для тебя хорошие новости!","Кай: Что нужно? Если нужен тот, кто умеет всё крушить, то у меня для тебя хорошие новости!"
"DX_KAI_WHATHAVEWEHEREOHAN","All","Subtitle","Kai: What have we here? Oh, an obstruction.","Кай: Так-так... Что у нас здесь? А, преграда.","Кай: Так-так... Что у нас здесь? А, преграда."
"DX_KAI_WHERESTHISTHINGTAKING","All","Subtitle","Kai: Where's this thing taking us?","Кай: И куда нас эта штука везёт?","Кай: И куда нас эта штука везёт?"
"DX_KAI_WHOAANDITHOUGHTCOLE","All","Subtitle","Kai: Whoa. And I thought Cole worked out a lot.","Кай: Ого. А я-то думал, что Коул тренируется больше всех.","Кай: Ого. А я-то думал, что Коул тренируется больше всех."
"DX_KAI_WHOAAWMANIMUSTVE","All","Subtitle","Kai: Whoa! Aw man, I must've accidentally drank Traveller's tea!","Кай: Ого! Блин, похоже, я случайно выпил Чай Путешественника!","Кай: Ого! Блин, похоже, я случайно выпил Чай Путешественника!"
"DX_KAI_YEAHIREMEMBERHOWTODO","All","Subtitle","Kai: Yeah, I remember how to do this.","Кай: Ага, я помню, как это делается.","Кай: Ага, я помню, как это делается."
"DX_KAI_YOUCANALLSTOP","All","Subtitle","Kai: You can all stop panicking - I'm here now!","Кай: Можете перестать паниковать — я уже здесь!","Кай: Можете перестать паниковать — я уже здесь!"
"DX_KAI_YOUKNOWWHATKAIYOUDO","All","Subtitle","Kai: You know what, Kai? You do deserve some better equipment.","Кай: Знаешь что, Кай? Ты и правда заслуживаешь снаряжение получше.","Кай: Знаешь что, Кай? Ты и правда заслуживаешь снаряжение получше."
"DX_KAI_YOUREALLYTHINKYOUCAN","All","Subtitle","Kai: You really think you can improve on perfection?","Кай: Серьёзно думаешь, можно улучшить совершенство?","Кай: Серьёзно думаешь, можно улучшить совершенство?"
"DX_KARLOF_HATHISNOPROBLEM","All","Subtitle","Karlof: Ha! This no problem for Karlof! Karlof crush you!","Карлоф: Ха! Для Карлофа это не проблема! Карлоф тебя раздавит!","Карлоф: Ха! Для Карлофа это не проблема! Карлоф тебя раздавит!"
"DX_KARLOF_KARLOFSMASH","All","Subtitle","Karlof: Karlof smash!","Карлоф: Карлоф крушить!","Карлоф: Карлоф крушить!"
"DX_KARLOF_KARLOFSMASH_SHORT","All","Subtitle","Karlof: Smash!","Карлоф: Крушить!","Карлоф: Крушить!"
"DX_KARLOF_METALPOWER","All","Subtitle","Karlof: Metal power!","Карлоф: Сила металла!","Карлоф: Сила металла!"
"DX_KARLOF_METALPOWER_SHORT","All","Subtitle","Karlof: Metal power!","Карлоф: Сила металла!","Карлоф: Сила металла!"
"DX_KARLOF_NONOKARLOFNOLIKE","All","Subtitle","Karlof: No! No! Karlof no like magnets! Get away from Karlof! K-Karlof... N-Noo!!!","Карлоф: Нет! Нет! Карлоф не любить магниты! Уберите их! К-Карлоф... Н-Нееет!!!","Карлоф: Нет! Нет! Карлоф не любить магниты! Уберите их! К-Карлоф... Н-Нееет!!!"
"DX_KARLOF_WUHHHHHGGGGGG","All","Subtitle","Karlof: Wuhhhhhgggggg!","Карлоф: Ууууууугххххх!","Карлоф: Ууууууугххххх!"
"DX_KARR_ATTEMPTTOFINDMEYOU","All","Subtitle","KARR: Attempt to find me! You will not succeed!","КАРР: Попробуйте найти меня! У вас ничего не выйдет!","КАРР: Попробуйте найти меня! У вас ничего не выйдет!"
