"LABEL","PLATFORM","TYPE","ENGLISH","AMERICAN","FRENCH","GERMAN","SPANISH","ITALIAN","DANISH","FRENCH CANADIAN","DUTCH","MEXICAN"
"DX_ROBIN_OHTHISISABLASTITS","All","Subtitle","Robin: Oh this is a blast! It's like I can actually fly!","Robin: Oh this is a blast! It's like I can actually fly!","Robin : Ha ha ha, oh c'est génial¬! On dirait que je vole vraiment¬!","Robin: Heiliger Wirbelwind! Ich glaub, ich kann fliegen!","Robin: ¡Oh, esto es genial! ¡Es como volar de verdad!","Robin: Che spasso! È come volare per davvero!","Nøj, det her er sjovt! Det er, som om jeg kan flyve!","Robin : Ha ha ha, oh c'est génial¬! On dirait que je vole vraiment¬!","Robin: Dit is geweldig. Het is net alsof ik echt kan vliegen.","Robin: ¡Oh, esto es genial! ¡Es como volar de verdad!"
"DX_ROBIN_OHWOW","All","Subtitle","Robin: Oh wow.","Robin: Oh wow.","Robin : Oh ouah¬!","Robin: Uh, wow.","Robin: Oh, vaya.","Robin: Oh wow.","¬","Robin : Oh ouah¬!","¬","Robin: Oh, vaya."
"DX_ROBIN_OHYEAH","All","Subtitle","Robin: Oh, yeah!","Robin: Oh, yeah!","Robin : Ah, oui¬!","Robin: Ja, klar!","Robin: ¡Sí, señor!","Robin: Oh sì!","Nåh, ja!","Robin : Ah, oui¬!","¬","Robin: ¡Sí, señor!"
"DX_ROBIN_OHYEAHTHATLOOKS","All","Subtitle","Robin: Oh yeah, that looks much nicer. But maybe I should add some flair to it?","Robin: Oh yeah, that looks much nicer. But maybe I should add some flair to it?","Robin : Oh oui, oui oui, c'est beaucoup mieux. J'devrais rajouter un peu d'intuition, non¬?","Robin: Ja, das sieht viel besser aus! Aber es könnte noch etwas mehr Pep vertragen!","Robin: Ah, sí, tiene mucha mejor pinta. Pero podría darle algo de gracia.","Robin: Oh, sì, molto meglio. Ma forse dovrei renderlo un po' più stiloso.","Ja, det er meget pænere. Men kunne vi ikke få lidt flere farver?","Robin : Oh oui, oui oui, c'est beaucoup mieux. J'devrais rajouter un peu d'intuition, non¬?","Robin: Dat ziet er stukken beter uit. Of moet ik het wat zwieriger maken?","Robin: Ah, sí, se ve mucho mejor. Pero podría darle algo de gracia."
"DX_ROBIN_OKAYIGETITSOWENEED","All","Subtitle","Robin: Okay, I get it! So we need the drone with the missiles, next, right?","Robin: Okay, I get it! So we need the drone with the missiles, next, right?","Robin : Ah, j'ai compris¬! Maintenant on a besoin du drone avec les missiles.","Robin: Okay, verstehe! Als Nächstes die Drohne mit den Geschossen, ja?","Robin: ¡Vale, entiendo! Ahora necesitamos el dron con los misiles, ¿no?","Robin: Ok, ce l'ho! Ora ci serve il drone con i missili, vero?","Okay, jeg er med. Så nu skal vi bruge dronen med missilerne, ikke?","Robin : Ah, j'ai compris¬! Maintenant on a besoin du drone avec les missiles.","Robin: Ik hoorde je wel. En dan nu de drone met de raketten, oké?","Robin: ¡Está bien, entiendo! Ahora necesitamos el dron con los misiles, ¿no?"
"DX_ROBIN_OKAYIGUESSTHATS","All","Subtitle","Robin: Okay, I guess that's better than lifting the top off...","Robin: Okay, I guess that's better than lifting the top off...","Robin : Bon, j'suppose que c'est mieux que d'arracher le haut...","Robin: Okay, das ist wohl besser, als das Dach abzuheben¬...","Robin: Bueno, supongo que es mejor que levantar la tapa...","Robin: Ok, molto meglio che sollevare la parte sopra...","Okay, det er nok bedre end at løfte toppen af ...","Robin : Bon, j'suppose que c'est mieux que d'arracher le haut...","Robin: Oké, dat is beter dan dat je de hele bovenkant eraf haalt.","Robin: Bueno, supongo que es mejor que levantar la tapa..."
"DX_ROBIN_OKAYILLBEHONESTIM","All","Subtitle","Robin: Okay! I'll be honest, I'm sorta getting dizzy up here!","Robin: Okay! I'll be honest, I'm sorta getting dizzy up here!","Robin : D'accord¬! Mais j'vais être honnête, j'ai un peu la tête qui tourne, là¬!","Robin: Okay! Ganz ehrlich, hier oben wird mir ziemlich schwindlig!","Robin: ¡Bien! Seré sincero, ¡aquí arriba me estoy mareando!","Robin: Ok, sarò sincero, comincia a girarmi la testa quassù!","Okay! Ærlig talt, så bliver jeg lidt svimmel heroppe.","Robin : D'accord¬! Mais j'vais être honnête, j'ai un peu la tête qui tourne, là¬!","Robin: Ik zal eerlijk zijn. Ik word een beetje duizelig.","Robin: ¡Bien! Seré sincero, ¡aquí arriba me estoy mareando!"
"DX_ROBIN_OOHIREALLYLIKE","All","Subtitle","Robin: Ooh! I really like these colours!","Robin: Ooh! I really like these colours!","Robin : Ooh¬! J'adore ces couleurs¬!","Robin: Oooh! Diese Farben finde ich toll!","Robin: ¡Oooh! ¡Me encantan esos colores!","Robin: Ooh! Mi piacciono un sacco questi colori!","Jeg er helt vild med de farver!","Robin : Ooh¬! J'adore ces couleurs¬!","Robin: O, wat een mooie kleuren.","Robin: ¡Oooh! ¡Me encantan esos colores!"
"DX_ROBIN_OOHLOOKTHERESA","All","Subtitle","Robin: Ooh, look! There's a hatch up there!","Robin: Ooh, look! There's a hatch up there!","Robin : Oh, regarde¬! Il y a une trappe ici¬!","Robin: Oh, sieh mal! Da oben ist eine Luke!","Robin: ¡Ooh, mira! ¡Hay una escotilla arriba!","Robin: Ooh, guarda! C'è un portello lassù!","Se! Der er en luge deroppe!","Robin : Oh, regarde¬! Il y a une trappe ici¬!","Robin: Kijk. Daar zit een luik.","Robin: ¡Ooh, mira! ¡Hay una escotilla arriba!"
"DX_ROBIN_OOOOHBEATISTHAT","All","Subtitle","Robin: Ooooh... Is that good or bad?","Robin: Ooooh... Is that good or bad?","Robin : Oooooh... c'est bon ou mauvais¬?","Robin: Oooh ... ... ... Ist das gut oder schlecht?","Robin: Oooh... ¿Eso es bueno o malo?","Robin: Oooh... È un bene o un male?","Er det godt eller dårligt?","Robin : Oooooh... c'est bon ou mauvais¬?","Robin: O. Is dat goed of slecht?","Robin: Uuuh... ¿Eso es bueno o malo?"
"DX_ROBIN_ORAPILLOWFORTBEAT","All","Subtitle","Robin: Or a pillow fort! Maybe we can do that later.","Robin: Or a pillow fort! Maybe we can do that later.","Robin : Ou derrière des coussins¬! Non, on verra plus tard...","Robin: Oder eine Kissenburg! ... Machen wir das lieber später.","Robin: ¡O un fuerte de almohadas! Bueno, eso después.","Robin: O un fortino di cuscini! Magari più tardi.","Eller en pudefæstning! Det kan vi måske lave senere.","Robin : Ou derrière des coussins¬! Non, on verra plus tard...","Robin: Of als kussenkasteel. Misschien later.","Robin: ¡O un fuerte de almohadas! Bueno, eso después."
"DX_ROBIN_ORPHANFISTBUMPBEAT","All","Subtitle","Robin: Orphan fist-bump! No? Okay...","Robin: Orphan fist-bump! No? Okay...","Robin : Check d'orphelin¬! Non¬? Tant pis...","Robin: Waisen-High-Five! ... Nicht? Okay¬...","Robin: ¡Choque de huérfanos! ¿No? Vale.","Robin: Batti cinque! Tra orfani, ci s'intende! No? Ok...","Håndkartoffel! Nej? Okay ...","Robin : Check d'orphelin¬! Non¬? Tant pis...","Robin: Fistbump voor arme wezen. Niet? Ook goed.","Robin: ¡Choque de huérfanos! ¿No? Está bien."
"DX_ROBIN_OVERTOYOUBATDAD","All","Subtitle","Robin: Over to you, Bat-dad.","Robin: Over to you, Bat-dad.","Robin : À toi de jouer, Bat-papa.","Robin: Du bist dran, Bat-Dad.","Robin: Para ti, batpapi.","Robin: Se lo dici tu, Bat-papà.","Din tur, Bat-far.","Robin : À toi de jouer, Bat-papa.","Robin: Nu jij weer, Bat-paps.","Robin: Para ti, batipapi."
"DX_ROBIN_OVERTOYOUBATPOPS","All","Subtitle","Robin: Over to you, Bat-pops!","Robin: Over to you, Bat-pops!","Robin : À toi de jouer, Bat-papa¬!","Robin: Du bist dran, Bat-Dad!","Robin: ¡Cambio, batpapi!","Robin: Tocca a te, Bat-papà!","Så er det din tur, Bat-far.","Robin : À toi de jouer, Bat-papa¬!","Robin: Nu jij weer, Bat-paps.","Robin: ¡Tu turno, batipapi!"
"DX_ROBIN_OWBEATINEEDTOCOOL","All","Subtitle","Robin: Ow! I need to cool these things off.","Robin: Ow! I need to cool these things off.","Robin : Argh¬! Il faut que ça refroidisse¬!","Robin: Au! ... Ich muss diese Dinger abkühlen.","Robin: ¡Au! Tengo que enfriar estas cosas.","Robin: Oh! Devo abbassare la temperatura.","Jeg må først køle dem ned.","Robin : Argh¬! Il faut que ça refroidisse¬!","Robin: Ik moet ze eerst laten afkoelen.","Robin: ¡Au! Tengo que enfriar estas cosas."
"DX_ROBIN_OWHOTHOTHOT","All","Subtitle","Robin: Ow! Hot hot hot!","Robin: Ow! Hot hot hot!","Robin : Ahh¬! Ahh, c'est brûlant¬!","Robin: Au! Heiß, heiß, heiß!","Robin: ¡Au! ¡Quema, quema!","Robin: Oh! Caldo, caldo!","Varm, varm, varm!","Robin : Ahh¬! Ahh, c'est brûlant¬!","Robin: Heet, heet.","Robin: ¡Au! ¡Quema, quema, quema!"
"DX_ROBIN_OWTHATWASMEAN","All","Subtitle","Robin: Ow! That was mean!","Robin: Ow! That was mean!","Robin : Aïe¬! C'était méchant¬!","Robin: Aua! Das war gemein!","Robin: ¡Au! ¡Qué desagradable!","Robin: Ahi! Questa è crudeltà!","Det var ondt!","Robin : Aïe¬! C'était méchant¬!","Robin: Dat was gemeen.","Robin: ¡Au! ¡Qué desagradable!"
"DX_ROBIN_PHEW","All","Subtitle","Robin: Phew!","Robin: Phew!","Robin : Ouf¬!","Robin: Puh!","¬","Robin: Fiu!","¬","Robin : Ouf¬!","¬","Robin: ¡Fiu!"
"DX_ROBIN_PHWOOICOULDDOWITHA","All","Subtitle","Robin: Phwoo! I could do with a breather!","Robin: Phwoo! I could do with a breather!","Robin : Ouf¬! J'ai besoin de souffler un peu¬!","Robin: Puh! Ich könnte eine Pause gebrauchen!","Robin: ¡Buuf! ¡Me vendría bien un respiro!","Robin: Fiu! Prendo solo un attimo di respiro!","Jeg kunne godt lige bruge en pause.","Robin : Ouf¬! J'ai besoin de souffler un peu¬!","Robin: Ik kan wel even een korte pauze gebruiken.","Robin: ¡Buuf! ¡Me caería bien un respiro!"
"DX_ROBIN_PLEASEBEFORTHE","All","Subtitle","Robin: Please be for the lasers...","Robin: Please be for the lasers...","Robin : Pourvu qu'il éteigne les lasers...","Robin: Bitte, schalte die Laser ab¬...","Robin: Que sea de los láseres...","Robin: Ti prego, fa' che sia l'interruttore dei laser...","Bare den er til laserne ...","Robin : Pourvu qu'il éteigne les lasers...","Robin: Hopelijk is hij voor de lasers.","Robin: Que sea de los láseres..."
"DX_ROBIN_RIGHTBEHINDYOU","All","Subtitle","Robin: Right behind you, padre!","Robin: Right behind you, padre!","Robin : Derrière toi, papa¬!","Robin: Gleich hinter dir, Padre!","Robin: ¡Justo detrás de ti, padre!","Robin: Dietro di te, papà!","Jeg er lige bag dig, Bat-far!","Robin : Derrière toi, papa¬!","Robin: Achter je, padre.","Robin: ¡Justo detrás de ti, father!"
"DX_ROBIN_RRRRRIP","All","Subtitle","Robin: Rrrrrip!","Robin: Rrrrrip!","Robin : Et hop¬!","Robin: Rrrrrrit!","¬","Robin: Rrrrrip!","¬","Robin : Et hop¬!","Robin: Scheurrrr!","Robin: ¡Rrrrrip!"
"DX_ROBIN_RRRRRIP1","All","Subtitle","Robin: Rrrrrip!","Robin: Rrrrrip!","Robin : Et hop¬!","Robin: Rrrrrrit!","¬","Robin: Rrrrrip!","¬","Robin : Et hop¬!","Robin: Scheurrrr!","Robin: ¡Rrrrrip!"
"DX_ROBIN_RRRRRIP2","All","Subtitle","Robin: Rrrrrip!","Robin: Rrrrrip!","Robin : Et hop¬!","Robin: Rrrrrrit!","¬","Robin: Rrrrrip!","¬","Robin : Et hop¬!","Robin: Scheurrrr!","Robin: ¡Rrrrrip!"
"DX_ROBIN_RRRRRIP3","All","Subtitle","Robin: Rrrrrip!","Robin: Rrrrrip!","Robin : Et hop¬!","Robin: Rrrrrrit!","¬","Robin: Rrrrrip!","¬","Robin : Et hop¬!","Robin: Scheurrrr!","Robin: ¡Rrrrrip!"
"DX_ROBIN_SORRYBATPOPSTHAT","All","Subtitle","Robin: Sorry, Bat-pops. That drone knocked me off.","Robin: Sorry, Bat-pops. That drone knocked me off.","Robin : Désolé, Bat-papa. Le drone m'a fait tomber.","Robin: Sorry, Bat-Papa. Die Drohne warf mich runter.","Robin: Lo siento, batpapi. Ese dron me derribó.","Robin: Scusa, Bat-papà. Quel drone mi ha buttato giù.","Undskyld, Bat-far. Dronen der slog mig ned.","Robin : Désolé, Bat-papa. Le drone m'a fait tomber.","Robin: Sorry, Bat-paps. De drone duwde me omver.","Robin: Lo siento, batipapi. Ese dron me derribó."
"DX_ROBIN_SORRYIVEGOTNOIDEA","All","Subtitle","Robin: Sorry, I've got no idea. At least not about this.","Robin: Sorry, I've got no idea. At least not about this.","Robin : Désolé, j'ai pas d'idée. Pour ça, en tout cas.","Robin: Tut mir leid, keine Ahnung. Zumindest nicht davon.","Robin: Perdón, no tengo ni idea. Al menos, no acerca de esto.","Robin: Mi dispiace, non ci capisco niente. Almeno riguardo a questo.","Beklager, jeg aner det ikke. Jeg er faktisk spejlblank.","Robin : Désolé, j'ai pas d'idée. Pour ça, en tout cas.","Robin: Sorry, ik heb geen idee. Dit is niet mijn ding.","Robin: Perdón, no tengo ni idea. Al menos, no acerca de esto."
"DX_ROBIN_STILLMOVING","All","Subtitle","Robin: Still moving!","Robin: Still moving!","Robin : J'avance toujours¬!","Robin: Ich beeile mich!","Robin: ¡Sigo en marcha!","Robin: In arrivo!","Stadig på vej.","Robin : J'avance toujours¬!","Robin: Nog even wachten.","Robin: ¡Sigo en marcha!"
"DX_ROBIN_SUNGALTOFLYROBIN","All","Subtitle","Robin:  Fly, Robin, fly!","Robin:  Fly, Robin, fly!","Robin : Vole, Robin¬!","Robin: Flieg, Robin, flieg!","Robin: ¡Vuela, Robin, vuela!","Robin: Vola, Robin, vola!","Flyv, Robin, flyv!","Robin : Vole, Robin¬!","Robin: Vlieg, Robin, vlieg.","Robin: ¡Vuela, Robin, vuela!"
"DX_ROBIN_SURECAN","All","Subtitle","Robin: Sure can!","Robin: Sure can!","Robin : Oh¬! Bien sûr¬!","Robin: Na klar!","Robin: ¡Pues claro!","Robin: Poco ma sicuro!","Helt klart!","Robin : Oh¬! Bien sûr¬!","Robin: Ja, hoor.","Robin: ¡Pues claro!"
"DX_ROBIN_SURETHINGBATPOPS","All","Subtitle","Robin: Sure thing, Bat-pops!","Robin: Sure thing, Bat-pops!","Robin : Bien sûr, Bat-papa¬!","Robin: Na klar, Bat-Papa!","Robin: ¡Claro, batpapi!","Robin: Sicuro, Bat-papà!","Helt klart, Bat-far.","Robin : Bien sûr, Bat-papa¬!","Robin: Vast wel, Bat-paps.","Robin: ¡Claro, batipapi!"
"DX_ROBIN_SURPRISINGLYYES","All","Subtitle","Robin: Surprisingly, yes.","Robin: Surprisingly, yes.","Robin : Ça va te surprendre, mais oui.","Robin: Überraschenderweise ja.","Robin: Sorprendentemente, sí.","Robin: Sembra strano, ma sì.","Det har jeg faktisk.","Robin : Ça va te surprendre, mais oui.","Robin: Verrassend genoeg wel, ja.","Robin: Sorprendentemente, sí."
"DX_ROBIN_THANKS","All","Subtitle","Robin: Thanks!","Robin: Thanks!","Robin : Merci¬!","Robin: Danke!","Robin: ¡Gracias!","Robin: Grazie!","Tak!","Robin : Merci¬!","Robin: Bedankt.","Robin: ¡Gracias!"
"DX_ROBIN_THANKSBATPOPS","All","Subtitle","Robin: Thanks, Bat-pops!","Robin: Thanks, Bat-pops!","Robin : Merci, Bat-papa¬!","Robin: Danke, Bat-Papa!","Robin: ¡Gracias, batpapi!","Robin: Grazie, Bat-papà!","Tak, Gammel-bat.","Robin : Merci, Bat-papa¬!","Robin: Bedankt, Bat-paps.","Robin: ¡Gracias, batipapi!"
"DX_ROBIN_THANKYOUMAAM","All","Subtitle","Robin: Thank you, ma'am!","Robin: Thank you, ma'am!","Robin : Merci, madame¬!","Robin: Vielen Dank, Ma'am!","Robin: ¡Gracias, señora!","Robin: Grazie, signora!","Mange tak, frue.","Robin : Merci, madame¬!","Robin: Dank u wel, mevrouw.","Robin: ¡Gracias, señora!"
"DX_ROBIN_THATSEEMSKINDOFA","All","Subtitle","Robin: That seems kind of a weird way to open a truck.","Robin: That seems kind of a weird way to open a truck.","Robin : C'est un peu une drôle de manière d'ouvrir un camion...","Robin: Das scheint mir 'ne seltsame Art zu sein, einen Truck zu öffnen.","Robin: Parece un modo extraño de abrir un camión.","Robin: Mi sembra un modo strano di aprire un furgone.","Det er en lidt pudsig måde at åbne en varevogn på.","Robin : C'est un peu une drôle de manière d'ouvrir un camion...","Robin: Dat is wel een rare manier om een truck open te maken.","Robin: Ese es un modo extraño de abrir un camión."
"DX_ROBIN_THATTHINGCOULDEAT","All","Subtitle","Robin: That thing could eat me without chewing! I gotta find another way...","Robin: That thing could eat me without chewing! I gotta find another way...","Robin : Cette bestiole ne ferait qu'une bouchée de moi¬! Je dois trouver un autre moyen...","Robin: Der könnte mich in einem Happs verschlingen! Ich gehe besser woanders lang¬...","Robin: ¡Esa cosa podría comerme sin masticar! Tiene que haber otro modo...","Robin: Quel coso potrebbe ingoiarmi senza masticare! Devo trovare un altro modo...","Det bæst kan æde mig uden at tygge! Jeg må finde en anden vej ...","Robin : Cette bestiole ne ferait qu'une bouchée de moi¬! Je dois trouver un autre moyen...","Robin: Dat ding kan me zonder te kauwen doorslikken. Ik moet een andere weg vinden.","Robin: ¡Esa cosa podría comerme sin masticar! Tiene que haber otro modo..."
"DX_ROBIN_THATWASELABORATE","All","Subtitle","Robin: That was elaborate!","Robin: That was elaborate!","Robin : C'était vachement travaillé¬!","Robin: Oh, wie ausgeklügelt!","Robin: ¡Qué complicación!","Robin: Molto sofisticato!","Det var detaljerigt!","Robin : C'était vachement travaillé¬!","Robin: Dat was indrukwekkend.","Robin: ¡Qué complicación!"
"DX_ROBIN_THEDOORSOPENING","All","Subtitle","Robin: The door's opening!","Robin: The door's opening!","Robin : La porte s'ouvre¬!","Robin: Die Tür öffnet sich!","Robin: ¡La puerta se abre!","Robin: La porta si sta aprendo!","Døren åbner sig!","Robin : La porte s'ouvre¬!","Robin: De deur gaat open.","Robin: ¡La puerta se abre!"
"DX_ROBIN_THEDOORSOPENING1","All","Subtitle","Robin: The door's opening! And there isn't another door behind it!","Robin: The door's opening! And there isn't another door behind it!","Robin : La porte s'ouvre¬! Oh¬! Et il n'y en a pas d'autre derrière¬!","Robin: Die Tür öffnet sich! ... Und dahinter ist keine Tür mehr!","Robin: ¡La puerta se abre! ¡Y detrás no hay ninguna puerta!","Robin: La porta si sta aprendo! E dietro c'è un'altra porta ancora!","Døren åbner sig! Og der er ikke en dør mere bag den!","Robin : La porte s'ouvre¬! Oh¬! Et il n'y en a pas d'autre derrière¬!","Robin: De deur gaat open. En er zit geen nieuwe deur meer achter.","Robin: ¡La puerta se abre! ¡Y detrás no hay ninguna puerta!"
